 10 
 250 3120 
 106 196 -70 
 107 110 50 
 107 119 6 
 107 122 -15 
 107 140 85 
 107 143 -18 
 107 144 81 
 107 162 -56 
 107 176 51 
 107 184 -58 
 107 192 -6 
 107 206 -87 
 107 232 62 
 107 247 89 
 108 123 -19 
 108 144 22 
 108 163 -7 
 108 167 49 
 108 195 -39 
 108 201 71 
 108 208 -87 
 108 209 9 
 108 220 -73 
 108 237 61 
 108 245 -50 
 109 115 -67 
 109 116 36 
 109 141 -22 
 109 158 -91 
 109 190 -19 
 109 191 90 
 109 222 -5 
 110 128 72 
 110 129 -5 
 110 147 -11 
 110 154 -56 
 110 166 -45 
 110 178 89 
 110 190 100 
 110 193 37 
 110 203 67 
 110 227 68 
 111 128 52 
 111 153 -71 
 111 160 -31 
 111 164 -7 
 111 179 -44 
 111 185 30 
 111 186 -93 
 111 190 30 
 111 194 28 
 111 197 -48 
 111 212 -81 
 111 218 -46 
 111 232 -2 
 112 118 18 
 112 127 11 
 112 137 46 
 112 142 81 
 112 152 98 
 112 155 -97 
 112 165 -33 
 112 203 -89 
 112 223 -52 
 112 226 -93 
 112 232 53 
 112 241 20 
 112 244 42 
 113 114 -3 
 113 132 -59 
 113 134 -41 
 113 142 -52 
 113 190 -11 
 113 199 -39 
 113 200 -29 
 113 213 96 
 113 227 32 
 113 238 -76 
 113 246 -98 
 114 132 97 
 114 133 -44 
 114 135 70 
 114 137 42 
 114 153 -56 
 114 158 -83 
 114 197 17 
 114 204 41 
 114 214 -86 
 114 225 76 
 114 227 68 
 114 236 -26 
 114 237 -20 
 115 125 16 
 115 127 -49 
 115 137 -73 
 115 141 61 
 115 169 70 
 115 186 -84 
 115 187 -43 
 115 210 -62 
 115 217 64 
 115 233 1 
 115 238 55 
 115 243 -23 
 116 121 -4 
 116 126 78 
 116 143 64 
 116 154 -41 
 116 163 35 
 116 181 -94 
 116 194 42 
 116 201 -72 
 116 205 4 
 116 210 -61 
 116 211 60 
 116 217 85 
 116 220 -82 
 116 224 -55 
 116 228 23 
 116 233 47 
 116 246 67 
 117 125 -95 
 117 127 60 
 117 131 -70 
 117 137 15 
 117 171 -63 
 117 208 -24 
 117 217 34 
 117 227 98 
 117 231 69 
 117 234 -3 
 117 250 -16 
 118 118 -10 
 118 129 -36 
 118 136 28 
 118 141 18 
 118 154 85 
 118 161 -3 
 118 171 93 
 118 193 -80 
 118 205 62 
 118 215 30 
 118 216 99 
 118 239 50 
 119 134 -46 
 119 141 -40 
 119 145 35 
 119 147 -18 
 119 151 -49 
 119 178 48 
 119 183 -95 
 119 184 25 
 119 193 -64 
 119 204 29 
 119 205 -68 
 119 218 66 
 119 223 60 
 119 248 1 
 120 148 84 
 120 173 -32 
 120 179 59 
 120 180 67 
 120 183 -19 
 120 186 -95 
 120 193 -97 
 120 195 -4 
 120 230 95 
 120 238 67 
 120 242 -80 
 120 247 34 
 121 133 67 
 121 142 90 
 121 165 77 
 121 170 -74 
 121 188 66 
 121 203 -85 
 121 209 50 
 121 215 4 
 121 241 70 
 122 123 -39 
 122 155 55 
 122 160 19 
 122 163 -60 
 122 176 92 
 122 192 -37 
 122 211 -52 
 122 215 -21 
 122 236 -88 
 122 238 55 
 122 242 -98 
 122 250 28 
 123 129 60 
 123 153 -79 
 123 156 55 
 123 165 -89 
 123 174 10 
 123 180 34 
 123 183 25 
 123 186 68 
 123 201 -57 
 123 208 -98 
 123 216 99 
 123 225 -12 
 123 226 -87 
 123 242 -4 
 124 126 73 
 124 154 -57 
 124 159 -67 
 124 171 70 
 124 173 -7 
 124 174 33 
 124 176 -89 
 124 186 -57 
 124 187 83 
 124 195 41 
 124 223 17 
 124 237 93 
 124 240 -5 
 125 129 8 
 125 136 45 
 125 137 -68 
 125 142 6 
 125 152 -8 
 125 154 60 
 125 160 -27 
 125 171 -63 
 125 182 -52 
 125 201 -27 
 125 213 -41 
 125 218 36 
 125 223 -52 
 125 225 -8 
 125 231 -33 
 125 239 51 
 125 241 32 
 126 129 -20 
 126 136 3 
 126 140 -73 
 126 144 -29 
 126 150 87 
 126 157 -91 
 126 186 32 
 126 205 66 
 126 217 -31 
 126 228 -68 
 126 246 -54 
 126 248 -77 
 127 135 92 
 127 136 82 
 127 165 -37 
 127 167 -51 
 127 194 -7 
 127 195 -98 
 127 218 80 
 127 224 23 
 127 246 -41 
 128 131 -37 
 128 133 15 
 128 144 37 
 128 154 -40 
 128 155 54 
 128 163 24 
 128 180 28 
 128 182 -95 
 128 183 35 
 128 185 41 
 128 198 13 
 128 204 -46 
 128 205 -96 
 128 224 41 
 128 250 -26 
 129 133 -17 
 129 142 10 
 129 145 78 
 129 151 -57 
 129 165 -10 
 129 181 -63 
 129 183 4 
 129 190 15 
 129 194 -61 
 129 199 -54 
 129 227 15 
 129 234 -24 
 129 242 24 
 130 139 -6 
 130 143 90 
 130 149 -80 
 130 161 -7 
 130 192 27 
 130 201 66 
 130 203 86 
 130 227 -97 
 130 230 36 
 131 133 80 
 131 138 71 
 131 139 57 
 131 142 38 
 131 165 -10 
 131 171 -52 
 131 172 -17 
 131 217 -65 
 131 232 46 
 132 142 56 
 132 147 24 
 132 149 52 
 132 176 -90 
 132 181 74 
 132 192 -71 
 132 198 83 
 132 203 88 
 132 213 -27 
 132 231 18 
 132 233 -69 
 132 235 -63 
 132 236 13 
 133 154 -4 
 133 181 59 
 133 202 25 
 133 228 93 
 134 145 -78 
 134 153 72 
 134 165 1 
 134 170 -68 
 134 195 73 
 134 226 99 
 135 140 11 
 135 141 -11 
 135 159 -25 
 135 163 -99 
 135 198 -82 
 135 210 -2 
 135 226 5 
 135 233 79 
 135 237 58 
 135 240 68 
 136 138 73 
 136 154 80 
 136 157 39 
 136 175 10 
 136 178 -70 
 136 184 17 
 136 188 -70 
 136 199 42 
 136 200 -90 
 136 218 35 
 136 229 89 
 136 231 -26 
 136 249 -7 
 137 145 -82 
 137 156 -68 
 137 158 97 
 137 175 -6 
 137 187 -16 
 137 190 42 
 137 191 -77 
 137 197 31 
 137 207 15 
 137 208 36 
 137 210 34 
 137 224 -21 
 137 230 -48 
 137 236 59 
 137 244 25 
 137 247 -58 
 138 162 -68 
 138 165 60 
 138 173 58 
 138 174 -30 
 138 175 26 
 138 182 -58 
 138 186 -20 
 138 205 -21 
 138 213 63 
 138 226 21 
 138 248 -7 
 139 144 -7 
 139 150 1 
 139 157 -78 
 139 182 27 
 139 195 47 
 139 196 15 
 139 216 -92 
 139 223 -94 
 139 225 -15 
 139 249 52 
 140 145 -16 
 140 175 17 
 140 189 -11 
 140 197 -33 
 140 199 -65 
 140 204 36 
 140 206 -77 
 140 207 76 
 140 213 -85 
 140 225 29 
 140 244 12 
 141 154 26 
 141 171 -91 
 141 173 76 
 141 178 79 
 141 218 61 
 141 224 16 
 141 243 -70 
 141 249 -19 
 142 151 3 
 142 152 -80 
 142 155 -96 
 142 162 17 
 142 167 -43 
 142 175 -68 
 142 177 15 
 142 180 -70 
 142 189 -77 
 142 191 -71 
 142 206 -9 
 142 209 100 
 142 232 -14 
 143 157 -77 
 143 170 20 
 143 171 -80 
 143 178 -47 
 143 189 90 
 143 190 69 
 143 202 90 
 143 206 -37 
 143 207 -66 
 143 210 73 
 143 217 56 
 143 239 66 
 143 241 61 
 143 246 17 
 144 145 73 
 144 158 -79 
 144 173 -36 
 144 174 -48 
 144 186 27 
 144 219 78 
 144 220 39 
 145 149 -39 
 145 156 -20 
 145 157 11 
 145 158 50 
 145 163 -35 
 145 165 -64 
 145 168 31 
 145 171 -51 
 145 174 30 
 145 182 -23 
 145 195 -3 
 145 198 -3 
 145 201 38 
 145 223 -37 
 145 232 80 
 145 239 -55 
 145 241 -92 
 146 161 -22 
 146 165 -25 
 146 170 -29 
 146 201 -68 
 146 207 46 
 146 219 -44 
 146 223 80 
 146 224 39 
 146 228 25 
 146 231 -63 
 146 232 19 
 146 237 86 
 146 241 78 
 146 249 33 
 147 161 -11 
 147 169 -24 
 147 178 -17 
 147 179 32 
 147 182 78 
 147 192 49 
 147 194 -60 
 147 221 3 
 147 224 -7 
 147 226 -88 
 147 240 -95 
 147 242 -21 
 147 250 -47 
 148 153 93 
 148 167 -97 
 148 180 -41 
 148 182 -90 
 148 194 -86 
 148 205 11 
 148 236 -79 
 149 154 8 
 149 161 96 
 149 169 -9 
 149 178 -73 
 149 180 -59 
 149 191 30 
 149 192 71 
 149 198 52 
 149 200 63 
 149 208 -29 
 149 218 -16 
 149 219 -37 
 149 220 -11 
 149 240 3 
 149 241 -28 
 150 159 -36 
 150 164 92 
 150 188 60 
 150 194 86 
 150 214 93 
 150 244 42 
 150 248 83 
 151 158 -95 
 151 164 52 
 151 173 51 
 151 182 -76 
 151 186 50 
 151 190 46 
 151 193 79 
 151 195 -55 
 151 210 -3 
 151 217 47 
 151 219 16 
 151 223 -1 
 151 225 82 
 151 234 -87 
 151 239 -96 
 151 244 83 
 151 246 -60 
 152 169 -85 
 152 177 -60 
 152 180 50 
 152 182 -74 
 152 183 87 
 152 193 20 
 152 195 43 
 152 196 -85 
 152 202 29 
 152 207 98 
 152 210 -13 
 152 213 -16 
 152 224 82 
 152 249 -10 
 153 153 90 
 153 155 33 
 153 178 67 
 153 181 -20 
 153 196 38 
 153 208 75 
 153 212 72 
 153 222 -94 
 153 235 -72 
 153 240 27 
 153 243 -6 
 154 155 -72 
 154 170 74 
 154 178 -91 
 154 193 80 
 154 217 -2 
 154 239 -44 
 154 246 66 
 155 162 44 
 155 177 39 
 155 182 85 
 155 201 31 
 155 208 -69 
 155 209 36 
 155 214 41 
 155 216 67 
 155 223 -97 
 155 234 76 
 156 167 -10 
 156 210 16 
 156 220 82 
 156 231 52 
 156 235 -64 
 156 241 -72 
 156 245 76 
 157 163 37 
 157 169 55 
 157 173 89 
 157 188 54 
 157 197 98 
 157 210 86 
 157 221 -18 
 157 227 -49 
 157 228 -55 
 157 233 56 
 157 235 67 
 157 240 75 
 158 158 -61 
 158 160 -89 
 158 170 -16 
 158 177 -57 
 158 192 40 
 158 194 -43 
 158 195 66 
 158 197 -98 
 158 213 95 
 158 220 80 
 158 244 -42 
 158 250 35 
 159 159 90 
 159 162 10 
 159 167 78 
 159 171 20 
 159 181 -74 
 159 201 -75 
 159 231 -93 
 159 248 30 
 160 175 -20 
 160 185 90 
 160 186 -81 
 160 194 85 
 160 197 -45 
 160 203 8 
 160 207 9 
 160 216 -13 
 160 223 24 
 160 230 79 
 160 238 -37 
 160 250 -32 
 161 175 -92 
 161 189 89 
 161 197 1 
 161 212 -81 
 161 214 25 
 161 221 -76 
 161 239 22 
 162 165 47 
 162 182 47 
 162 214 -15 
 162 218 91 
 163 182 18 
 163 185 7 
 163 186 -94 
 163 191 37 
 163 194 70 
 163 220 -87 
 163 227 -7 
 163 233 -64 
 163 235 -35 
 163 237 31 
 163 245 -94 
 164 168 45 
 164 194 69 
 164 206 1 
 164 224 -29 
 164 244 29 
 165 166 -77 
 165 193 -82 
 165 201 -36 
 165 217 10 
 165 218 60 
 166 186 36 
 166 194 -81 
 166 202 96 
 166 213 -53 
 166 248 -24 
 167 167 -87 
 167 180 73 
 167 212 21 
 167 232 24 
 167 243 -1 
 168 174 73 
 168 180 1 
 168 181 -76 
 168 192 5 
 168 215 89 
 168 220 89 
 168 245 -56 
 168 249 47 
 169 169 51 
 169 170 -9 
 169 171 -13 
 169 184 -35 
 169 192 9 
 169 218 47 
 169 235 28 
 169 243 50 
 169 248 -15 
 170 175 -80 
 170 176 73 
 170 181 -23 
 170 197 -73 
 170 199 62 
 170 207 -15 
 170 213 -49 
 170 244 50 
 170 247 1 
 171 172 -66 
 171 179 47 
 171 181 83 
 171 188 -4 
 171 193 37 
 171 203 93 
 171 207 -91 
 171 214 61 
 171 246 69 
 171 249 47 
 172 193 -2 
 172 210 1 
 172 219 90 
 172 220 -24 
 172 222 19 
 172 227 -12 
 172 230 28 
 172 246 -88 
 172 249 -80 
 173 175 51 
 173 184 -54 
 173 193 99 
 173 221 -63 
 173 235 31 
 173 237 50 
 173 249 79 
 174 201 -34 
 174 206 -24 
 174 214 49 
 174 217 -15 
 174 236 -42 
 174 237 -36 
 175 179 -10 
 175 193 -57 
 175 203 -75 
 175 206 -26 
 175 208 49 
 175 213 -68 
 175 215 -2 
 175 225 99 
 175 228 -77 
 175 243 49 
 176 183 34 
 176 194 -45 
 176 195 100 
 176 196 -19 
 176 199 28 
 176 217 -99 
 176 222 94 
 176 231 62 
 176 236 16 
 176 237 -17 
 177 183 89 
 177 205 -48 
 177 210 -30 
 177 211 5 
 177 213 84 
 177 218 87 
 177 245 8 
 178 187 15 
 178 197 81 
 178 207 -99 
 178 208 66 
 178 219 98 
 178 223 11 
 178 226 -36 
 178 228 -47 
 178 234 -26 
 178 238 -56 
 179 179 -55 
 179 214 72 
 179 222 64 
 179 233 -40 
 180 187 -15 
 180 190 -46 
 180 204 -22 
 180 224 66 
 180 227 -97 
 180 232 51 
 180 239 -97 
 180 249 -15 
 181 183 54 
 181 201 -73 
 181 206 -35 
 181 218 -19 
 181 219 9 
 181 222 -84 
 181 229 14 
 181 238 -22 
 182 199 -85 
 182 224 12 
 182 248 44 
 183 195 -5 
 183 207 11 
 183 216 -49 
 183 222 89 
 183 224 92 
 183 228 -44 
 183 232 -19 
 183 239 65 
 184 196 61 
 184 210 43 
 184 222 -51 
 184 224 66 
 184 230 17 
 184 232 -52 
 185 190 64 
 185 191 44 
 185 217 64 
 185 218 -62 
 185 230 81 
 185 231 23 
 186 189 40 
 186 194 -48 
 186 203 -67 
 186 206 99 
 186 227 -27 
 186 229 14 
 186 230 -27 
 186 247 20 
 187 188 -98 
 187 194 84 
 187 199 -65 
 187 202 54 
 187 206 -4 
 187 215 -97 
 187 228 40 
 187 240 -75 
 188 192 79 
 188 198 25 
 188 207 1 
 188 227 20 
 188 235 68 
 188 245 77 
 189 195 -6 
 190 194 -58 
 190 197 -34 
 190 214 -75 
 190 222 -69 
 190 223 74 
 190 238 35 
 190 246 -47 
 190 249 15 
 191 210 -45 
 191 232 -94 
 191 250 81 
 192 222 92 
 192 231 -70 
 192 238 13 
 193 202 68 
 193 207 -38 
 193 208 94 
 193 215 -61 
 193 228 10 
 193 232 26 
 193 234 37 
 193 244 84 
 193 248 42 
 194 195 4 
 194 203 -74 
 194 220 95 
 194 222 -12 
 194 234 -93 
 194 237 66 
 194 249 24 
 194 250 -6 
 195 199 12 
 195 206 -3 
 195 211 63 
 195 215 -29 
 195 217 -90 
 195 233 87 
 195 243 25 
 195 247 -39 
 196 226 -28 
 196 228 8 
 196 242 -7 
 197 212 36 
 197 220 43 
 197 224 -75 
 197 227 -84 
 197 230 -10 
 197 249 -77 
 198 202 31 
 198 218 52 
 198 234 82 
 199 230 -77 
 199 247 -34 
 200 204 -70 
 200 206 -53 
 200 229 83 
 200 234 -43 
 200 248 -34 
 200 249 -19 
 200 250 -23 
 201 223 15 
 201 225 23 
 202 205 -89 
 202 215 16 
 202 220 84 
 202 231 100 
 202 238 66 
 203 226 71 
 203 230 -99 
 203 237 -85 
 203 238 18 
 204 214 52 
 204 218 -47 
 204 219 39 
 204 234 56 
 204 239 -50 
 204 248 18 
 205 205 -20 
 205 212 -88 
 205 217 -14 
 205 231 63 
 205 236 -6 
 205 237 14 
 205 238 -82 
 205 239 40 
 206 220 -39 
 206 221 55 
 206 222 -6 
 206 237 -44 
 206 239 -4 
 206 242 -92 
 207 209 3 
 207 210 13 
 207 216 -46 
 207 217 -44 
 207 220 11 
 207 222 -97 
 207 224 -19 
 207 232 21 
 207 248 -16 
 207 250 34 
 208 219 -75 
 208 220 -1 
 208 221 -6 
 208 225 -25 
 208 237 -68 
 208 240 21 
 208 245 96 
 209 220 -97 
 209 229 88 
 209 233 -11 
 210 210 12 
 210 212 66 
 210 225 52 
 210 227 4 
 210 231 -32 
 210 233 33 
 210 234 22 
 210 248 6 
 210 250 -14 
 211 213 94 
 211 235 20 
 211 236 27 
 212 238 -14 
 212 242 78 
 212 246 78 
 213 234 -27 
 213 241 98 
 213 247 -76 
 214 242 -16 
 214 247 -24 
 215 224 -79 
 215 238 13 
 216 247 -25 
 216 248 -53 
 217 220 -59 
 217 228 63 
 217 233 10 
 217 238 -60 
 217 240 84 
 217 243 -79 
 217 246 56 
 217 249 15 
 218 219 -81 
 218 224 99 
 218 239 43 
 219 225 -64 
 219 227 70 
 219 235 88 
 219 239 -63 
 220 222 28 
 220 239 -58 
 221 222 19 
 221 228 80 
 221 231 -1 
 221 241 28 
 222 227 -53 
 222 234 -81 
 222 244 -11 
 222 247 73 
 223 226 57 
 223 234 11 
 223 247 74 
 224 231 61 
 224 237 -99 
 224 244 54 
 225 247 -60 
 226 228 32 
 226 231 -28 
 226 238 -33 
 226 240 1 
 226 248 -31 
 228 228 91 
 228 250 6 
 229 236 -4 
 229 240 75 
 229 246 -61 
 230 230 -18 
 230 244 -87 
 231 240 28 
 231 246 34 
 231 249 -72 
 232 248 13 
 233 237 -4 
 234 236 50 
 234 238 29 
 235 245 2 
 236 238 30 
 237 240 79 
 237 249 -46 
 238 250 43 
 239 239 55 
 239 248 74 
 240 242 8 
 240 245 87 
 243 243 75 
 243 244 -18 
 245 245 76 
 248 248 -94 
 250 3173 
 1 6 -46 
 1 15 66 
 1 37 -43 
 1 40 -42 
 1 49 44 
 1 56 2 
 1 62 92 
 1 78 97 
 1 108 -13 
 1 112 40 
 1 133 16 
 1 148 95 
 1 150 -49 
 1 160 -46 
 1 163 -22 
 1 173 60 
 1 176 -17 
 1 204 70 
 1 208 -46 
 1 214 -59 
 1 230 -37 
 1 249 51 
 1 250 -20 
 2 15 -22 
 2 35 -54 
 2 52 -85 
 2 58 -87 
 2 62 -47 
 2 67 -84 
 2 74 -5 
 2 76 56 
 2 78 -6 
 2 89 17 
 2 99 89 
 2 106 95 
 2 123 73 
 2 125 23 
 2 141 -30 
 2 175 65 
 2 186 83 
 2 194 -41 
 2 195 95 
 2 201 28 
 2 219 -71 
 2 235 -28 
 3 21 -20 
 3 26 78 
 3 27 -84 
 3 28 -4 
 3 30 -31 
 3 52 -34 
 3 58 -43 
 3 59 -66 
 3 61 -84 
 3 70 -30 
 3 77 46 
 3 92 -83 
 3 95 -53 
 3 106 60 
 3 107 40 
 3 114 -57 
 3 119 -62 
 3 122 -62 
 3 166 -29 
 3 171 -85 
 3 176 -33 
 3 190 21 
 3 196 38 
 3 205 92 
 3 214 62 
 3 218 -91 
 3 219 52 
 3 233 -40 
 3 234 -60 
 4 17 -74 
 4 23 27 
 4 28 -74 
 4 38 21 
 4 62 -69 
 4 67 41 
 4 72 56 
 4 73 98 
 4 84 45 
 4 87 -55 
 4 90 -67 
 4 95 -72 
 4 98 -8 
 4 111 95 
 4 136 -37 
 4 144 -22 
 4 158 63 
 4 169 3 
 4 175 -64 
 4 191 -21 
 4 195 -48 
 4 197 -90 
 4 215 96 
 4 227 -57 
 4 228 34 
 4 231 17 
 4 250 75 
 5 5 -70 
 5 8 90 
 5 17 63 
 5 25 -62 
 5 27 41 
 5 45 31 
 5 48 69 
 5 54 -81 
 5 77 -56 
 5 86 -45 
 5 93 12 
 5 102 -35 
 5 107 -74 
 5 109 -57 
 5 111 -11 
 5 118 -2 
 5 121 -41 
 5 136 -51 
 5 139 96 
 5 142 -58 
 5 159 1 
 5 171 -28 
 5 180 33 
 5 181 70 
 5 192 81 
 5 203 -50 
 5 225 -33 
 5 232 64 
 5 233 -42 
 6 13 68 
 6 22 -76 
 6 29 -81 
 6 33 -56 
 6 44 -2 
 6 50 98 
 6 55 86 
 6 57 70 
 6 64 -31 
 6 66 50 
 6 75 83 
 6 79 -16 
 6 93 44 
 6 104 24 
 6 110 -65 
 6 151 -51 
 6 161 99 
 6 173 59 
 6 174 -1 
 6 179 -70 
 6 192 37 
 6 195 -87 
 6 205 -23 
 6 210 7 
 6 213 -64 
 6 216 -18 
 6 218 15 
 6 224 87 
 6 237 -16 
 7 20 -11 
 7 23 6 
 7 41 23 
 7 42 53 
 7 46 19 
 7 50 31 
 7 53 -20 
 7 56 21 
 7 59 -22 
 7 60 74 
 7 73 -63 
 7 82 8 
 7 92 8 
 7 96 98 
 7 98 26 
 7 111 -2 
 7 130 -89 
 7 139 -34 
 7 147 -83 
 7 148 -43 
 7 153 37 
 7 158 21 
 7 187 64 
 7 208 -39 
 8 37 -32 
 8 39 -31 
 8 50 14 
 8 54 82 
 8 60 -61 
 8 69 -88 
 8 82 54 
 8 83 73 
 8 90 -41 
 8 113 65 
 8 127 35 
 8 152 -91 
 8 163 75 
 8 169 45 
 8 173 12 
 8 181 74 
 8 205 7 
 8 217 -93 
 8 223 -47 
 8 232 -83 
 8 244 70 
 8 246 63 
 9 71 -64 
 9 72 60 
 9 82 -71 
 9 87 20 
 9 95 16 
 9 131 -84 
 9 166 -36 
 9 173 26 
 9 180 55 
 9 183 36 
 9 185 79 
 9 188 21 
 9 192 -65 
 9 194 -8 
 9 200 6 
 9 203 87 
 9 228 62 
 9 235 -98 
 9 244 -38 
 9 250 -17 
 10 38 -71 
 10 57 -54 
 10 61 -21 
 10 81 -43 
 10 84 33 
 10 89 -68 
 10 90 -58 
 10 92 97 
 10 100 -48 
 10 120 44 
 10 122 59 
 10 137 37 
 10 140 98 
 10 142 34 
 10 157 92 
 10 194 -40 
 10 199 8 
 10 205 38 
 10 211 26 
 10 214 -14 
 10 218 -31 
 10 225 -6 
 10 227 -21 
 10 233 1 
 10 236 -7 
 10 237 -46 
 10 242 19 
 10 243 41 
 10 244 -67 
 10 247 -93 
 11 11 87 
 11 18 -54 
 11 40 43 
 11 41 -61 
 11 50 -92 
 11 71 16 
 11 82 -49 
 11 87 46 
 11 90 -40 
 11 95 -49 
 11 107 10 
 11 115 -65 
 11 116 92 
 11 133 -80 
 11 148 -63 
 11 151 79 
 11 160 -18 
 11 167 19 
 11 174 41 
 11 191 -7 
 11 206 93 
 11 223 -11 
 11 231 76 
 11 235 -97 
 11 241 -79 
 11 242 81 
 11 249 -19 
 12 18 -39 
 12 22 58 
 12 42 52 
 12 63 -63 
 12 73 47 
 12 75 -72 
 12 93 27 
 12 98 56 
 12 105 25 
 12 107 -34 
 12 110 8 
 12 128 64 
 12 138 53 
 12 154 97 
 12 159 43 
 12 178 36 
 12 180 -64 
 12 191 -43 
 12 193 18 
 12 200 6 
 12 219 33 
 12 221 -24 
 13 22 -36 
 13 28 -69 
 13 36 77 
 13 51 -9 
 13 54 5 
 13 71 -10 
 13 74 26 
 13 79 86 
 13 94 61 
 13 96 94 
 13 101 -44 
 13 109 -9 
 13 112 40 
 13 127 -7 
 13 142 21 
 13 152 -48 
 13 158 41 
 13 159 -23 
 13 160 -47 
 13 181 -52 
 13 192 -8 
 13 202 -88 
 13 205 -26 
 13 208 41 
 13 215 -27 
 13 236 30 
 13 237 81 
 13 240 21 
 13 249 -65 
 14 15 -46 
 14 51 -16 
 14 52 -71 
 14 79 -3 
 14 91 -42 
 14 105 44 
 14 116 -39 
 14 119 20 
 14 125 10 
 14 145 -9 
 14 154 -60 
 14 160 67 
 14 172 15 
 14 180 -43 
 14 185 -55 
 14 194 63 
 14 198 -96 
 14 208 44 
 14 211 68 
 14 215 -40 
 14 224 19 
 14 231 -54 
 15 23 98 
 15 39 -68 
 15 58 -56 
 15 75 14 
 15 96 -62 
 15 112 82 
 15 123 28 
 15 144 27 
 15 149 -74 
 15 184 85 
 15 186 -98 
 15 188 49 
 15 193 -18 
 15 196 -62 
 15 204 29 
 15 205 -96 
 15 206 85 
 15 216 16 
 15 217 -45 
 15 226 45 
 15 232 -30 
 15 239 93 
 15 242 -24 
 16 34 -64 
 16 42 57 
 16 62 -51 
 16 67 -1 
 16 72 -3 
 16 139 -8 
 16 140 50 
 16 154 45 
 16 155 -55 
 16 157 -29 
 16 158 38 
 16 160 -27 
 16 163 27 
 16 164 95 
 16 171 51 
 16 174 -20 
 16 176 53 
 16 197 -15 
 16 202 -99 
 16 208 -39 
 17 37 22 
 17 38 -46 
 17 41 50 
 17 57 71 
 17 62 54 
 17 63 -2 
 17 86 55 
 17 95 83 
 17 101 61 
 17 109 -94 
 17 128 33 
 17 140 23 
 17 154 52 
 17 159 47 
 17 181 -24 
 17 187 84 
 17 194 -42 
 17 218 -82 
 17 219 85 
 17 227 -21 
 17 230 19 
 17 237 25 
 18 24 54 
 18 31 -14 
 18 60 17 
 18 79 -29 
 18 85 1 
 18 89 13 
 18 100 56 
 18 109 -45 
 18 129 -15 
 18 154 -90 
 18 155 -48 
 18 162 -15 
 18 165 15 
 18 174 72 
 18 180 -25 
 18 185 -62 
 18 191 90 
 18 204 -85 
 18 218 -10 
 18 225 -55 
 18 227 98 
 18 243 -13 
 18 245 10 
 18 246 -60 
 18 248 65 
 19 22 -20 
 19 32 28 
 19 54 -62 
 19 59 59 
 19 74 -88 
 19 81 -48 
 19 88 19 
 19 94 -59 
 19 133 -34 
 19 144 -35 
 19 154 60 
 19 161 4 
 19 173 79 
 19 174 63 
 19 175 13 
 19 198 -93 
 19 223 -20 
 19 225 80 
 19 229 40 
 19 232 59 
 19 243 -58 
 19 247 -69 
 20 21 -57 
 20 38 -89 
 20 41 -27 
 20 45 10 
 20 59 -90 
 20 68 10 
 20 70 49 
 20 101 1 
 20 106 32 
 20 124 53 
 20 154 33 
 20 176 -68 
 20 189 -6 
 20 225 -87 
 20 245 -87 
 20 250 -89 
 21 29 -14 
 21 45 84 
 21 65 -48 
 21 79 -50 
 21 83 86 
 21 98 -47 
 21 101 16 
 21 111 20 
 21 122 47 
 21 142 54 
 21 143 -83 
 21 147 -76 
 21 152 -31 
 21 159 -39 
 21 161 18 
 21 202 43 
 21 207 -80 
 21 210 60 
 21 222 68 
 21 228 -19 
 21 234 92 
 21 237 -8 
 21 241 86 
 22 26 -60 
 22 50 25 
 22 53 -18 
 22 54 -54 
 22 62 -76 
 22 63 -76 
 22 68 90 
 22 83 -30 
 22 89 -47 
 22 106 70 
 22 109 -68 
 22 129 10 
 22 144 92 
 22 148 -50 
 22 155 -70 
 22 159 -74 
 22 169 15 
 22 171 63 
 22 185 -50 
 22 194 -59 
 22 195 -73 
 22 209 -67 
 22 223 -63 
 22 232 -88 
 22 235 -43 
 23 29 -37 
 23 45 -31 
 23 72 -46 
 23 75 -12 
 23 77 -16 
 23 85 89 
 23 98 19 
 23 126 75 
 23 132 -60 
 23 153 -62 
 23 156 95 
 23 171 -1 
 23 172 40 
 23 188 15 
 23 202 -41 
 23 206 -31 
 23 207 -89 
 23 210 -44 
 23 222 40 
 23 228 -70 
 23 233 71 
 23 238 -39 
 23 244 -41 
 24 24 -97 
 24 25 -55 
 24 26 36 
 24 27 -49 
 24 37 -9 
 24 47 78 
 24 50 24 
 24 54 -62 
 24 75 6 
 24 81 49 
 24 89 -37 
 24 91 58 
 24 99 -24 
 24 106 9 
 24 115 -72 
 24 127 47 
 24 136 -49 
 24 139 -1 
 24 163 -15 
 24 176 -55 
 24 180 14 
 24 183 -73 
 24 184 -17 
 24 187 91 
 24 188 -86 
 24 193 50 
 24 194 63 
 24 219 -11 
 24 237 -59 
 24 238 85 
 24 243 -95 
 24 245 34 
 25 25 81 
 25 35 22 
 25 48 -47 
 25 50 71 
 25 56 -39 
 25 58 -74 
 25 61 -5 
 25 62 -45 
 25 76 88 
 25 84 72 
 25 98 -68 
 25 105 10 
 25 115 -13 
 25 122 -47 
 25 130 52 
 25 133 51 
 25 143 11 
 25 160 -47 
 25 167 -98 
 25 191 -97 
 25 192 80 
 25 209 68 
 25 211 -49 
 25 222 13 
 25 232 -27 
 26 36 -42 
 26 77 26 
 26 87 -31 
 26 93 -25 
 26 104 -21 
 26 141 -57 
 26 155 -71 
 26 167 -75 
 26 174 6 
 26 180 64 
 26 185 90 
